relationship_gold_id,document_id,chunk_id,pmid,pmcid,relationship_type,source_entity_id,source_entity_type,source_entity_text,source_normalized_name,target_entity_id,target_entity_type,target_entity_text,target_normalized_name,evidence_text,evidence_section,evidence_start_char,evidence_end_char,confidence_gold,direction_verified,explicit_or_implied,negated,speculative,annotation_decision,annotator,annotation_status,notes
silver_relationship:ab404676ca37fd34,paper:PMC4287928,PMC4287928-chunk-0002,,PMC4287928,HAS_ADVERSE_EFFECT,drug:thiazolidinediones,Drug,Thiazolidinediones,Thiazolidinediones,condition:congestive_heart_failure,Condition,Congestive heart failure,Congestive heart failure,"Fibrates (PPAR-α, TZDs (PPAR-γ, and novel PPAR agonists PPAR-α: Liver, skeletal musclePPAR-γ: adipose, vascular smooth musclePPAR-δ: ubiquitous PPAR-α: HDL-C ↑TG ↓PPAR-γ: HDL-C ↑TG ↓PPAR-δ: HDL-C ↑↑LDL-C ↓(α/δ)TG ↓HDL-C ↑LDL-C ↓ Fibrates and TZDs approved for clinical use in dyslipidemia and diabetes.Development of dual α/γ activators halted in Phase 2–3Selective PPAR-δ and α/δ activators in early phase development Decreased glomerular filtration rate (α), weight gain, fluid retention, congestive heart failure, bone fractures (γ).",TABLE,5853,6389,0.86,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=Evidence was expanded to include the TZD/PPAR-γ row mapping; congestive heart failure is listed among γ-associated adverse effects.
silver_relationship:e528567edbe7cd01,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,REDUCES,drug:eprotirome,Drug,Eprotirome,Eprotirome,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,eprotirome lowered LDL-C up to 32%,INTRO,15039,15073,0.97,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The chunk explicitly states that eprotirome lowered LDL-C.
silver_relationship:0b90b94ccadb9ced,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,CAUSES,riskfactor:gain_of_function_pcsk9_mutations,RiskFactor,Gain-of-function PCSK9 mutations,Gain-of-function PCSK9 mutations,condition:premature_coronary_heart_disease,Condition,Premature coronary heart disease,Premature coronary heart disease,Gain-of-function mutations in PCSK9 are a cause of familial hypercholesterolemia and premature coronary heart disease,INTRO,16245,16362,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=revised; reason=The evidence explicitly says these mutations are a cause, so CAUSES is more precise than INCREASES_RISK_OF."
silver_relationship:395631321bfb13b3,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,HAS_ADVERSE_EFFECT,drug:mipomersen,Drug,Mipomersen,Mipomersen,condition:flu_like_symptoms,Symptom,flu-like symptoms,Flu-like symptoms,"treatment with mipomersen was associated with injection site reactions, flu-like symptoms, and hepatic steatosis with elevated liver transaminases",INTRO,11996,12142,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=revised; reason=The adverse-effect relationship is explicit, but the accepted endpoint type is Symptom rather than Condition."
silver_relationship:3dae9b30f8bf11d1,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,CAUSES,riskfactor:gain_of_function_pcsk9_mutations,RiskFactor,Gain-of-function PCSK9 mutations,Gain-of-function PCSK9 mutations,condition:familial_hypercholesterolemia,Condition,Familial hypercholesterolemia,Familial hypercholesterolemia,Gain-of-function mutations in PCSK9 are a cause of familial hypercholesterolemia,INTRO,16245,16325,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=The evidence explicitly states that gain-of-function PCSK9 mutations are a cause of familial hypercholesterolemia.
silver_relationship:f4e135cc76b2b767,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,ASSOCIATED_WITH,condition:abetalipoproteinemia,Condition,Abetalipoproteinemia,Abetalipoproteinemia,condition:fat_malabsorption,Condition,Fat malabsorption,Fat malabsorption,"abetalipoproteinemia, a condition with defective fat absorption",INTRO,13677,13740,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The chunk explicitly describes abetalipoproteinemia as a condition with defective fat absorption.
silver_relationship:0e6c4a4c1b8a4e5b,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,REDUCES,drug:mipomersen,Drug,Mipomersen,Mipomersen,biomarker:apolipoprotein_b100_containing_lipoproteins,Biomarker,Apolipoprotein B100-containing lipoproteins,Apolipoprotein B100-containing lipoproteins,It reduces circulating levels of all lipoprotein species containing apoB100 in humans.,INTRO,11532,11618,0.97,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The immediately preceding sentence identifies mipomersen, and the next sentence states that it reduces circulating apoB100-containing lipoproteins."
silver_relationship:71241cf02632b9e0,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,REDUCES,drug:eprotirome,Drug,Eprotirome,Eprotirome,biomarker:lipoprotein_a,Biomarker,Lipoprotein(a),Lipoprotein(a),"associated with reductions of apoB, triglycerides, and Lp(a)",INTRO,15075,15135,0.92,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=In the same sentence, eprotirome is the treatment associated with reductions including Lp(a)."
silver_relationship:5d6a641c4ecbce82,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,INCREASES,drug:statins,Drug,Statins,Statins,biomarker:pcsk9,Biomarker,PCSK9,PCSK9,Statins increase the expression of PCSK9,INTRO,16519,16559,0.97,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The chunk explicitly states that statins increase PCSK9 expression.
silver_relationship:f5ba44b2c7ebc1c0,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,HAS_ADVERSE_EFFECT,drug:lomitapide,Drug,Lomitapide,Lomitapide,condition:hepatic_steatosis,Condition,Hepatic steatosis,Hepatic steatosis,its use is unlikely to extend beyond FH because of a high incidence of gastrointestinal symptoms related to malabsorption of fat and hepatic steatosis related to inhibition of hepatic lipid export,INTRO,14048,14244,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The text explicitly links lomitapide use limitations to hepatic steatosis as an adverse effect.
silver_relationship:74706d414c947eb0,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,HAS_ADVERSE_EFFECT,drug:lomitapide,Drug,Lomitapide,Lomitapide,condition:fat_malabsorption,Condition,Fat malabsorption,Fat malabsorption,its use is unlikely to extend beyond FH because of a high incidence of gastrointestinal symptoms related to malabsorption of fat,INTRO,14048,14176,0.83,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The evidence links lomitapide use to gastrointestinal symptoms related to fat malabsorption, supporting fat malabsorption as an adverse effect."
silver_relationship:ab208dbc9d44587e,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,REDUCES,drug:lomitapide,Drug,Lomitapide,Lomitapide,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,Lomitapide is a small molecule inhibitor of MTP that was shown to lower LDL-C levels by 50% in patients with homozygous FH,INTRO,13802,13924,0.97,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The chunk explicitly states that lomitapide lowered LDL-C levels by 50%.
silver_relationship:f523a7fc8b4c2c0f,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,HAS_SYMPTOM,condition:fat_malabsorption,Condition,Fat malabsorption,Fat malabsorption,symptom:gastrointestinal_symptoms,Symptom,Gastrointestinal symptoms,Gastrointestinal symptoms,gastrointestinal symptoms related to malabsorption of fat,INTRO,14119,14176,0.8,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly states that gastrointestinal symptoms are related to malabsorption of fat.
silver_relationship:462b4f95ce9b39b6,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,REDUCES,drug:statins,Drug,Statins,Statins,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,"Statins increase the expression of PCSK9, an effect that may attenuate the LDL-C lowering produced with these agents",INTRO,16519,16635,0.82,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The phrase 'LDL-C lowering produced with these agents' supports statins reducing LDL-C; the speculative 'may' applies to attenuation by PCSK9, not to statin LDL-C lowering."
silver_relationship:152f9d2c8c31a070,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,CAUSES,riskfactor:loss_of_function_mtp_mutation,RiskFactor,Loss-of-function MTP mutation,Loss-of-function MTP mutation,condition:abetalipoproteinemia,Condition,Abetalipoproteinemia,Abetalipoproteinemia,Loss-of-function mutation of MTP is the cause of abetalipoproteinemia,INTRO,13628,13697,0.93,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=revised; reason=The evidence explicitly says the mutation is the cause of abetalipoproteinemia, so CAUSES is more precise than INCREASES_RISK_OF."
silver_relationship:b6ea768f9b65ec1c,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,HAS_ADVERSE_EFFECT,drug:mipomersen,Drug,Mipomersen,Mipomersen,condition:injection_site_reactions,Symptom,injection site reactions,Injection site reactions,treatment with mipomersen was associated with injection site reactions,INTRO,11996,12066,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=revised; reason=The adverse-effect relationship is explicit, but the accepted endpoint type is Symptom rather than Condition."
silver_relationship:e4236b1dced6d332,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,HAS_ADVERSE_EFFECT,drug:eprotirome,Drug,Eprotirome,Eprotirome,condition:liver_injury,Condition,Liver injury,Liver injury,a recent Phase 3 trial was terminated after liver injury was noted in humans,INTRO,15292,15368,0.76,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=In the eprotirome clinical-trial context, termination after liver injury was noted supports liver injury as an adverse effect."
silver_relationship:c010c61ed673d07c,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,INCREASES,drug:mipomersen,Drug,Mipomersen,Mipomersen,biomarker:liver_transaminases,Biomarker,Liver transaminases,Liver transaminases,"treatment with mipomersen was associated with injection site reactions, flu-like symptoms, and hepatic steatosis with elevated liver transaminases",INTRO,11996,12142,0.82,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The chunk explicitly associates mipomersen treatment with elevated liver transaminases.
silver_relationship:be5c4c3c808e4d7f,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,REDUCES,drug:eprotirome,Drug,Eprotirome,Eprotirome,biomarker:apolipoprotein_b,Biomarker,Apolipoprotein B,Apolipoprotein B,"associated with reductions of apoB, triglycerides, and Lp(a)",INTRO,15075,15135,0.92,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=In the same sentence, eprotirome is the treatment associated with reductions including apoB."
silver_relationship:0c7603e1bbd8e98c,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,REDUCES,drug:pcsk9_monoclonal_antibody,Drug,PCSK9 monoclonal antibody,PCSK9 monoclonal antibody,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,"therapeutic interference with PCSK9 expression or action with small interfering RNA or monoclonal antibody (Frank-Kamenetskyet al,; Diaset al,; Steinet al,) allows greater recycling of LDLR to the hepatocyte surface, resulting in lower LDL-C levels",INTRO,16663,16911,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence states that PCSK9 interference with monoclonal antibody results in lower LDL-C levels.
silver_relationship:ad4218cb5a78dedc,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,TREATS,drug:mipomersen,Drug,Mipomersen,Mipomersen,condition:homozygous_familial_hypercholesterolemia,Condition,Homozygous familial hypercholesterolemia,Homozygous familial hypercholesterolemia,Mipomersen is currently approved for the treatment of homozygous familial hypercholesterolemia.,INTRO,12160,12255,0.99,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The chunk explicitly states that mipomersen is approved for treatment of homozygous familial hypercholesterolemia.
silver_relationship:59abd284d7477120,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,REDUCES,drug:mipomersen,Drug,Mipomersen,Mipomersen,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,LDL-C reductions of up to 47% were observed,INTRO,11755,11798,0.94,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=In the preceding clause, the trials are explicitly trials of mipomersen, and the text reports LDL-C reductions."
silver_relationship:64ecdffadfffe067,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,REDUCES,drug:eprotirome,Drug,Eprotirome,Eprotirome,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,"associated with reductions of apoB, triglycerides, and Lp(a)",INTRO,15075,15135,0.92,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=In the same sentence, eprotirome is the treatment associated with reductions including triglycerides."
silver_relationship:04823483c379d3e5,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,TREATS,drug:lomitapide,Drug,Lomitapide,Lomitapide,condition:homozygous_familial_hypercholesterolemia,Condition,Homozygous familial hypercholesterolemia,Homozygous familial hypercholesterolemia,lower LDL-C levels by 50% in patients with homozygous FH and has been approved for the use in that condition,INTRO,13868,13976,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The chunk says lomitapide lowered LDL-C in patients with homozygous FH and was approved for use in that condition.
silver_relationship:c06c9a86b17abc0c,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,HAS_ADVERSE_EFFECT,drug:eprotirome,Drug,Eprotirome,Eprotirome,condition:cartilage_injury,Condition,Cartilage injury,Cartilage injury,cartilage injury noted in preclinical data with dogs,INTRO,15373,15425,0.72,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=In the eprotirome trial-development context, cartilage injury noted in preclinical dog data supports an adverse-effect relationship."
silver_relationship:4d40490b1dd3c66d,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,REDUCES,drug:pcsk9_targeting_small_interfering_rna,Drug,PCSK9-targeting small interfering RNA,PCSK9-targeting small interfering RNA,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,"therapeutic interference with PCSK9 expression or action with small interfering RNA or monoclonal antibody (Frank-Kamenetskyet al,; Diaset al,; Steinet al,) allows greater recycling of LDLR to the hepatocyte surface, resulting in lower LDL-C levels",INTRO,16663,16911,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence states that PCSK9 interference with small interfering RNA results in lower LDL-C levels.
silver_relationship:bc0aca7f77a18ff3,paper:PMC4287928,PMC4287928-chunk-0003,,PMC4287928,HAS_ADVERSE_EFFECT,drug:mipomersen,Drug,Mipomersen,Mipomersen,condition:hepatic_steatosis,Condition,Hepatic steatosis,Hepatic steatosis,"treatment with mipomersen was associated with injection site reactions, flu-like symptoms, and hepatic steatosis with elevated liver transaminases",INTRO,11996,12142,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The chunk explicitly associates mipomersen treatment with hepatic steatosis.
silver_relationship:02a76023df7fbfc4,paper:PMC4287928,PMC4287928-chunk-0005,,PMC4287928,REDUCES,drug:omega_3_fatty_acids,Drug,Omega-3 fatty acids,Omega-3 fatty acids,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,The triglyceride-lowering effects of omega-3 fatty acids are due to multiple mechanisms,INTRO,22106,22193,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=Both endpoints are accepted, and the text explicitly states triglyceride-lowering effects of omega-3 fatty acids."
silver_relationship:8d21f2a2667472d4,paper:PMC4287928,PMC4287928-chunk-0005,,PMC4287928,REDUCES,drug:apolipoprotein_c_iii_antisense_oligonucleotide,Drug,Apolipoprotein C-III antisense oligonucleotide,Apolipoprotein C-III antisense oligonucleotide,biomarker:apolipoprotein_c_iii,Biomarker,Apolipoprotein C-III,Apolipoprotein C-III,"A dose-dependent response was demonstrated, with up to 75% reduction in apoC-III and 50% reduction in triglycerides, sustained over 50 days",INTRO,24548,24687,0.98,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=In the ApoC-III ASO administration context, the text explicitly reports up to 75% reduction in apoC-III."
silver_relationship:f8caf4fa83d7fbc6,paper:PMC4287928,PMC4287928-chunk-0005,,PMC4287928,REDUCES,drug:apolipoprotein_e_mimetic_peptides,Drug,Apolipoprotein E mimetic peptides,Apolipoprotein E mimetic peptides,biomarker:plasma_cholesterol,Biomarker,Plasma cholesterol,Plasma cholesterol,"In LDL receptor knockout mice prone to atherosclerosis, ApoE mimetic peptides reduce plasma cholesterol and the extent of vascular lesions",INTRO,26254,26392,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=Both endpoints are accepted, and the text explicitly says ApoE mimetic peptides reduce plasma cholesterol."
